cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight,t_hipoteca,t_ppension_ind,t_ppension_emp,t_fondo_inv,t_acciones,t_prestamo,t_renta_fija,t_cuentas_depositos,adq_hipoteca,adq_ppension_ind,adq_ppension_emp,adq_fondo_inv,adq_acciones,adq_prest,adq_otros_act,adq_renta_fija,adq_cuentas_depositos,uso_cc,uso_ahorro_dep,venta_activos,prestamo_fam,prestamo_amig,tarjeta_cred,descubierto_auto,prest_garantia,linea_cred,prest_banc,prest_nobanc,otro_prest
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,79,2022,0,-1,-1,1972.7659,0,-98,0,0,-98,-98,-98,0,0,-98,0,0,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,47,80,2022,1,1,-1,5023.0854,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,41,81,2022,1,0,0,13028.378,0,0,-98,0,-98,0,-98,1,0,0,-98,0,-98,0,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,28,82,2021,1,0,1,2980.0684,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,83,2022,0,0,-1,5085.6245,0,0,0,0,-98,0,-98,0,0,0,0,0,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,84,2022,1,0,-1,1686.4076,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,85,2022,1,1,-1,2116.9226,0,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Otros adultos,No posee residencia principal,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,23,86,2021,0,0,0,3652.3787,0,-98,0,0,-98,0,-98,1,0,-98,0,1,-98,0,0,-98,1,0,0,0,0,0,0,0,0,0,0,0,1
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,51,87,2022,1,-1,-1,9625.9834,0,0,0,0,0,1,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,67,88,2022,1,0,1,1237.3723,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,29,89,2022,1,0,0,12095.448,0,0,0,0,-98,1,1,0,0,0,0,0,-98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,31,90,2021,1,1,1,6103.4019,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,91,2021,1,0,1,7181.5464,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive solo,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,92,2022,1,0,-1,3165.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,94,2021,1,0,1,8813.5166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,47,95,2022,1,0,1,10029.988,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,49,96,2022,0,1,-1,767.6048,1,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive solo,No posee residencia principal,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,31,97,2022,1,1,0,5170.7319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Otros adultos,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,50,98,2022,1,1,1,1641.8354,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,100,2022,1,1,1,4660.4985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,22,101,2022,1,0,1,4767.2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,102,2022,1,0,1,8253.8467,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,103,2022,1,1,1,3160.4983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,104,2022,1,0,0,7794.0166,0,0,0,-98,0,0,-98,0,0,0,0,-98,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,No posee residencia principal,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,39,105,2021,1,0,1,6174.1621,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,106,2022,0,0,1,4968.7383,0,0,-98,-98,0,0,-98,-98,0,0,-98,-98,0,0,0,-98,-98,0,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,107,2022,1,-1,-1,4633.7876,0,-98,-98,-98,0,0,-98,-98,0,-98,-98,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,108,2021,0,1,1,5611.9009,0,0,0,0,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,109,2022,-1,1,-1,2213.1746,0,-98,0,0,0,0,0,-98,0,-98,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Residencia principal y otras,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,33,110,2022,1,1,1,6103.4019,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36,111,2021,1,-1,1,6511.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,112,2022,1,1,0,3229.9297,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,56,113,2022,1,-1,1,2827.5908,1,1,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,114,2022,0,-1,-1,3011.5566,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,115,2022,1,1,1,6688.4551,0,0,0,0,-98,0,-98,-98,0,0,0,0,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,44,116,2022,0,0,1,2192.8604,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,61,117,2022,1,1,0,4665.3408,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,31,118,2022,1,1,0,1779.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,119,2022,1,0,-1,1323.8273,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24,120,2022,-1,-1,-1,672.11249,0,-98,0,0,0,0,-98,0,0,-98,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,121,2022,1,-1,-1,8924.8916,0,0,0,0,0,0,-98,-98,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,122,2022,0,0,1,1090.6804,0,-98,-98,-98,-98,0,-98,-98,0,-98,-98,-98,-98,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive solo,Residencia principal y otras,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,68,123,2022,1,0,-1,2916.0212,1,0,-98,0,0,0,-98,0,0,0,-98,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,124,2022,1,0,0,1388.7678,0,0,0,0,-98,0,1,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,125,2022,1,0,1,3632.2009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,44,126,2021,1,1,1,6069.48,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,127,2022,-1,0,-1,7457.9155,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,35,128,2021,1,1,-1,7541.2021,1,0,-98,-98,-98,1,-98,-98,0,0,-98,-98,-98,1,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,44,129,2022,1,0,0,3451.9097,0,0,0,0,0,0,-98,0,0,0,0,0,0,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,35,131,2022,1,0,0,2465.7102,0,0,0,0,0,0,-98,1,0,0,0,0,0,0,0,-98,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Otros adultos,No posee residencia principal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,132,2022,0,0,1,4935.6953,0,0,-98,0,-98,0,0,0,0,0,-98,0,-98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,53,133,2022,1,0,-1,6842.3696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Autónomo,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,134,2022,1,-1,-1,3449.5601,1,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,63,135,2022,1,-1,0,5277.3672,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,1,0,0,0,0,0,0,0,0,0,0,0
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,32,136,2021,0,0,-1,3675.6309,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,37,137,2022,1,0,1,8136.6147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30,138,2022,1,0,-1,3756.2429,1,0,0,0,-98,0,1,0,1,0,0,0,-98,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,139,2022,0,0,1,2623.7188,0,0,0,0,-98,-98,-98,0,0,0,0,0,-98,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,46,141,2022,0,0,0,8546.6094,0,0,0,0,0,0,-98,0,0,0,0,0,0,0,0,-98,0,0,0,0,1,0,0,0,0,1,0,0,0
Universidad,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,142,2022,1,0,0,3241.5784,0,0,0,0,0,-98,-98,0,0,0,0,0,0,-98,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,143,2022,0,1,0,5203.7983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,31,144,2022,1,1,1,1699.3513,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,44,145,2022,1,1,1,1543.3199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,30,146,2022,0,1,0,5257.625,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,147,2021,0,-1,-1,9838.46,0,0,-98,0,-98,0,0,-98,0,0,-98,0,-98,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,49,148,2022,0,0,0,7141.2798,1,1,-98,-98,-98,1,-98,0,0,0,-98,-98,-98,1,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,53,149,2021,1,-1,-1,5404.9473,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,151,2021,-1,-1,-1,3760.8577,0,-98,0,0,0,0,-98,0,0,-98,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,35,152,2022,1,1,1,7541.2021,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Otros adultos,No posee residencia principal,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,21,153,2022,0,1,1,3564.7192,0,0,0,0,-98,0,-98,1,0,0,0,0,-98,0,0,-98,1,0,1,0,1,0,0,0,1,0,0,0,0
Educación Secundaria,Desempleado,Otros adultos,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,154,2022,0,0,0,3756.2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,41,155,2022,0,0,0,9470.8604,1,1,0,0,0,0,-98,0,0,0,0,0,0,1,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Vive con pareja,Residencia principal y otras,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,156,2022,1,0,-1,9286.7021,0,-98,0,0,0,0,-98,0,0,-98,0,0,0,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,41,157,2022,1,1,0,4986.0879,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Otros inactivos,Vive con pareja,Solo residencia principal,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,31,158,2022,1,0,0,3290.9302,1,0,0,0,-98,1,1,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,159,2022,1,0,1,5611.9009,0,0,0,1,-98,0,0,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34,160,2022,1,0,0,3541.1035,0,1,-98,-98,-98,0,-98,0,0,1,-98,-98,-98,0,1,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,161,2021,1,1,0,4671.2612,0,0,1,0,-98,0,1,0,0,0,0,0,-98,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,162,2022,1,0,1,3458.218,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,70,163,2022,1,1,1,9778.5313,1,1,1,1,-98,0,1,0,0,0,0,1,-98,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,164,2022,-1,0,-1,5782.7886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75,165,2021,-1,-1,0,6525.0547,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Vive solo,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40,166,2022,0,0,1,8136.6147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,167,2022,-1,1,-1,8314.4473,1,-98,0,-98,-98,1,-98,0,0,-98,0,-98,-98,0,0,-98,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Asalariado,Vive solo,Residencia principal y otras,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,50,169,2022,1,1,0,4903.7305,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,170,2021,1,0,-1,14096.056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39,171,2022,0,0,1,2933.7524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Primaria,Desempleado,Otros adultos,Residencia principal y otras,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,47,172,2022,1,0,1,10749.448,0,0,-98,-98,-98,1,0,-98,0,0,-98,-98,-98,1,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,52,173,2021,1,1,1,2800.9387,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
Universidad,Asalariado,Otros adultos,Solo residencia principal,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,26,174,2021,0,1,1,3205.3108,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98
