i0900_1;i0900_2;i0900_3;i0900_4;i0900_5;fi0900;i0700_1;i0700_2;i0700_3;i0700_4;i0700_5;fi0700;j0700_1;j0700_2;j0700_3;j0700_4;j0700_5;fj0700;j0500_1;j0500_2;j0500_3;j0500_4;j0500_5;fj0500;i0300_1;i0300_2;i0300_3;i0300_4;i0300_5;fi0300;j1300_1;j1300_2;j1300_3;j1300_4;j1300_5;fj1300;weight;ID
100;100;100;100;100;0;250;250;250;250;250;0;500;500;500;500;500;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;11484.025;2200
80;100;49.69294;67.613243;57.366371;1;1380.416;373.50961;394.73621;386.13861;1046.807;1;2500;2500;2500;2500;2500;0;473.88171;333.4985;272.50211;481.98419;558.18488;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3800.7493;2201
100;80;60.82513;100;72.172539;1;251.81461;337.1655;294.13339;239.88651;338.9924;1;1020;1020;1020;1020;1020;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6571.8257;2202
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5931.1411;2203
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1200;1200;1200;1200;1200;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3371.4407;2204
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3059.428;2205
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;180;180;180;180;180;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5174.7251;2206
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;80;80;80;80;80;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1149.2839;2207
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5991.4844;2208
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;816.34253;2209
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3486.946;2210
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;17462.141;2211
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4444.5005;2212
-98;-98;-98;-98;-98;-98;412;412;412;412;412;0;90;90;90;90;90;0;100;100;100;100;100;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3267.355;2213
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2693.1067;2214
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;651;651;651;651;651;0;400;400;400;400;400;0;3;3;3;3;3;0;4903.7305;2215
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;10000;10000;10000;10000;10000;0;400;400;400;400;400;0;775;775;775;775;775;0;4;4;4;4;4;0;6605.1338;2216
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;867.9762;651.31561;419.7977;349.22711;679.00787;1;-98;-98;-98;-98;-98;-98;6;3;4;3;4;1;4058.7268;2217
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5450.5098;2218
36;36;36;36;36;0;390;390;390;390;390;0;3000;3000;3000;3000;3000;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2496.0496;2219
80;80;80;80;80;0;360;360;360;360;360;0;150;150;150;150;150;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9963.3164;2220
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2676.5669;2221
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;861.24048;802.90332;866.62677;854.24487;848.66931;1;500;500;500;500;500;0;114;114;114;114;114;0;3;3;3;3;3;0;8549.8076;2222
70;70;70;70;70;0;350;350;350;350;350;0;0;0;0;0;0;0;455.80371;295.0127;420.04099;618.99213;390.1377;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1174.9524;2223
100;80;100;80;71.886078;1;545.85681;490.8443;414.9425;438.8009;438.75562;1;700;700;700;700;700;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4344.3975;2224
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9635.0039;2225
100;100;100;100;100;0;900;900;900;900;900;0;6600;6600;6600;6600;6600;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5378.9585;2226
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4439.7515;2227
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;246.8983;408.93411;155.2872;420.3335;119.7446;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;4522.5845;2228
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;948.63519;200.276;0;543.18402;1;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2344.7832;2229
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1686.4076;2230
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4951.4604;2231
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;564;564;564;564;564;0;2;2;2;2;2;0;3011.5566;2232
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;4212.0107;2233
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;721.28967;777.23749;790.47089;726.96478;1296.109;1;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3486.946;2234
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;300;300;300;300;300;0;400;400;400;400;400;0;340;340;340;340;340;0;3;3;3;3;3;0;3829.5168;2235
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5055.7998;2236
80;80;80;80;80;0;172.9241;216.2679;189.8699;493.1398;526.32092;1;500;500;500;500;500;0;659.59363;317.81741;337.8222;730.32288;693.8031;1;-98;-98;-98;-98;-98;-98;4;5;3;3;3;1;2635.9326;2237
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;350;350;350;350;350;0;120;120;120;120;120;0;800;800;800;800;800;0;1;1;1;1;1;0;6486.9766;2238
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2500;2500;2500;2500;2500;0;900;900;900;900;900;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3575.4436;2239
100;100;100;100;100;0;1000;1000;1000;1000;1000;0;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1406.9232;2240
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;250;250;250;250;250;0;1;1;1;1;1;0;8326.0684;2241
80;80;80;80;80;0;696;696;696;696;696;0;400;400;400;400;400;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;810.13361;2242
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;350;350;350;350;350;0;200;200;200;200;200;0;350;350;350;350;350;0;2;2;2;2;2;0;2311.9683;2243
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;296.7948;2721.8931;1933.486;1734.0861;1414.15;1;347.20001;347.20001;347.20001;347.20001;347.20001;0;-98;-98;-98;-98;-98;-98;4;2;5;3;4;1;3241.5784;2244
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;775.40979;2245
100;100;100;100;100;1;183.7489;257.4823;438.06149;658.54388;758.64008;1;0;0;0;0;0;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;759.14075;2246
100;100;100;100;100;0;270;270;270;270;270;0;1098.911;1095.2729;1009.887;1060.752;1098.592;1;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;7493.8047;2247
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1929.0732;2248
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2507.4023;2249
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;10000;10000;10000;10000;10000;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;6;5;5;6;6;1;4090.4744;2250
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;400;400;400;400;400;0;1000;1000;1000;1000;1000;0;900;900;900;900;900;0;5;5;5;5;5;0;1305.8014;2251
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;5000;5000;5000;5000;5000;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;961.55792;2252
80;80;80;80;80;0;1490;1490;1490;1490;1490;0;7500;7500;7500;7500;7500;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2571.9299;2253
100;100;100;100;100;0;300;300;300;300;300;0;400;400;400;400;400;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1027.5554;2254
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2020.8804;2255
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2000;2000;2000;2000;2000;0;402.90631;411.53781;410.24741;425.43491;174.7007;1;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3492.3325;2256
40;40;40;40;40;0;300;300;300;300;300;0;8000;8000;8000;8000;8000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;9903.8369;2257
100;100;100;100;100;0;850;850;850;850;850;0;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;837.32159;2258
75;75;75;75;75;0;900;900;900;900;900;0;5000;5000;5000;5000;5000;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1002.8745;2259
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1000;1000;1000;1000;1000;0;500;500;500;500;500;0;800;800;800;800;800;0;5;4;6;3;4;1;6511.5063;2260
100;100;100;100;100;0;166;166;166;166;166;0;0;0;0;0;0;0;320;320;320;320;320;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3769.551;2261
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2849.7502;2262
100;100;100;100;100;0;375;375;375;375;375;0;500;500;500;500;500;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1066.5134;2263
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;542.5;542.5;542.5;542.5;542.5;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1012.3342;2264
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;5;6;4;5;5;1;4859.063;2265
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;218.604;672.89319;387.0108;507.44809;441.31689;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3938.4736;2266
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;650;650;650;650;650;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;9894.4336;2267
50;50;50;50;50;0;400;400;400;400;400;0;10000;10000;10000;10000;10000;0;550;550;550;550;550;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2569.6284;2268
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;450;450;450;450;450;0;3;3;3;3;3;0;2504.2581;2269
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;500;500;500;500;500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;814.75873;2270
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;-98;-98;-98;-98;-98;-98;4;2;2;1;2;1;10729.999;2271
100;100;100;100;100;0;270;270;270;270;270;0;1087.382;501.97589;2113.4971;906.02271;1124.9919;1;376.1467;354.22061;310.57611;398.9693;326.0217;1;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2571.9299;2272
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;230.90269;225.0723;224.61549;214.76871;246.9615;1;476.60361;416.84219;468.90839;444.23471;401.65619;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;11914.561;2273
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;650;650;650;650;650;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3394.2822;2274
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2655.1755;2275
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;400;400;400;400;400;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;8571.0195;2276
100;100;100;100;100;0;280;280;280;280;280;0;700;700;700;700;700;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6691.125;2277
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1800;1800;1800;1800;1800;0;651;651;651;651;651;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;558.59894;2278
100;41.36261;80;43.510719;80;1;200;200;200;200;200;0;50.889259;592.75061;883.01312;713.06488;267.7948;1;434;434;434;434;434;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;6879.3618;2279
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;1885.2688;2280
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2273.4807;2281
-98;-98;-98;-98;-98;-98;395;395;395;395;395;0;1100;1100;1100;1100;1100;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1214.97;2282
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;3007.7446;2283
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2109.342;2284
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;500;500;500;500;500;0;3;3;3;3;3;0;3390.2207;2285
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;400;400;400;400;400;0;3;3;3;3;3;0;5364.127;2286
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;944.53912;930.67383;643.27472;601.8399;639.54608;1;500;500;500;500;500;0;1;1;1;1;1;0;9181.8721;2287
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;150;150;150;150;150;0;300;300;300;300;300;0;2;2;2;2;2;0;3243.8643;2288
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;250;250;250;250;250;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3805.075;2289
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3769.551;2290
50;50;50;50;50;0;188.6274;385.3364;291.90869;245.44431;320.95819;1;1500;1500;1500;1500;1500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;4;4;5;4;4;1;11175.861;2291
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;400;400;400;400;400;0;3;3;3;3;3;0;5536.6626;2292
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1400;1400;1400;1400;1400;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;741.79401;2293
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;350;350;350;350;350;0;850;850;850;850;850;0;4;4;4;4;4;0;5378.9585;2294
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;12000;12000;12000;12000;12000;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;5921.2363;2295
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1300;1300;1300;1300;1300;0;300;300;300;300;300;0;387;387;387;387;387;0;3;3;3;3;3;0;6686.9106;2296
90;90;90;90;90;0;369;369;369;369;369;0;500;500;500;500;500;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2598.1567;2297
80;80;80;80;80;0;750;750;750;750;750;0;3000;3000;3000;3000;3000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;6;6;6;6;6;0;2571.9299;2298
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;700;700;700;700;700;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;14108.372;2299
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;1200;1200;1200;1200;1200;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;4257.9097;2300
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;200;200;200;200;200;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;2585.3027;2301
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;289.67331;290.1636;263.35141;298.91211;280.74011;1;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2760.0647;2302
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;300;300;300;300;300;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3334.2808;2303
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;868;868;868;868;868;0;500;500;500;500;500;0;4;4;4;4;4;0;6355.8447;2304
90;90;90;90;90;0;670;670;670;670;670;0;450;450;450;450;450;0;1736;1736;1736;1736;1736;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;13106.041;2305
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2500;2500;2500;2500;2500;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8371.0322;2306
80;80;80;80;80;0;427;427;427;427;427;0;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;3166.7952;2307
98;98;98;98;98;0;300;300;300;300;300;0;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3740.4463;2308
80;80;80;80;80;0;350;350;350;350;350;0;2000;2000;2000;2000;2000;0;800;800;800;800;800;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2118.5266;2309
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;303.79999;303.79999;303.79999;303.79999;303.79999;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;1012.3342;2310
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3230;3230;3230;3230;3230;0;1475.6;1475.6;1475.6;1475.6;1475.6;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;980.6629;2311
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1500;1500;1500;1500;1500;0;450;450;450;450;450;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;3984.177;2312
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;3766.0767;2313
100;100;100;100;100;0;500;500;500;500;500;0;70;70;70;70;70;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6609.1323;2314
80;80;80;80;80;0;264;264;264;264;264;0;2000;2000;2000;2000;2000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3529.1138;2315
50;50;50;50;50;0;237.6994;645.08539;193.5517;210.5354;128.1877;1;1000;1000;1000;1000;1000;0;520.79999;520.79999;520.79999;520.79999;520.79999;0;-98;-98;-98;-98;-98;-98;2;2;1;1;3;1;6744.9404;2316
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;12000;12000;12000;12000;12000;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;2667.5979;2317
100;100;100;100;100;0;250;250;250;250;250;0;600;600;600;600;600;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;5010.0283;2318
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;150;150;150;150;150;0;200;200;200;200;200;0;400;400;400;400;400;0;2;2;2;2;2;0;3057.2019;2319
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;1900;1900;1900;1900;1900;0;300;300;300;300;300;0;650;650;650;650;650;0;2;2;2;2;2;0;9385.0322;2320
70;70;70;70;70;0;800;800;800;800;800;0;35000;35000;35000;35000;35000;0;1000;1000;1000;1000;1000;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;1098.0725;2321
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;1;1;1;1;1;0;2773.6318;2322
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;8722.252;2323
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;500;500;500;500;500;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2980.5361;2324
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;100;100;100;100;100;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;4828.2881;2325
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;260.39999;260.39999;260.39999;260.39999;260.39999;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;6300.4277;2326
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;4000;4000;4000;4000;4000;0;300;300;300;300;300;0;650;650;650;650;650;0;3;3;3;3;3;0;5779.9355;2327
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;3000;3000;3000;3000;3000;0;500;500;500;500;500;0;535;535;535;535;535;0;2;2;2;2;2;0;2557.7168;2328
-98;-98;-98;-98;-98;-98;515;515;515;515;515;0;0;0;0;0;0;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;3;3;3;3;3;0;2288.304;2329
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;380;380;380;380;380;0;450;450;450;450;450;0;700;700;700;700;700;0;4;4;4;4;4;0;3661.825;2330
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;600;600;600;600;600;0;200;200;200;200;200;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5494.5396;2331
80;80;80;80;80;0;400;400;400;400;400;0;600;600;600;600;600;0;400;400;400;400;400;0;-98;-98;-98;-98;-98;-98;5;5;5;5;5;0;3593.6631;2332
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;312.4725;438.18689;319.18671;384.8985;207.2648;1;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;5662.1753;2333
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;700;700;700;700;700;0;500;500;500;500;500;0;850;850;850;850;850;0;2;2;2;2;2;0;2704.8169;2334
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;600;600;600;600;600;0;-98;-98;-98;-98;-98;-98;4;4;4;4;4;0;1139.7612;2335
-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;0;0;0;0;0;0;217;217;217;217;217;0;-98;-98;-98;-98;-98;-98;2;2;2;2;2;0;2205.2485;2336
